x,y,target
-0.15621934134323107,-11.030124513273238,1.0
-4.172969833100856,-3.306738265934891,1.0
-2.098437263791417,-3.353813850615606,1.0
9.794633929946446,-3.7877564739934213,1.0
-1.2682557548421811,-4.491421699807325,1.0
6.023928447090208,-9.267382674978924,1.0
8.93975278544608,-6.625324310809015,1.0
-6.3139946521034656,1.2404667524205877,1.0
-4.749467158613214,-1.2213184583196166,1.0
9.696559656097833,0.5082217923231117,1.0
10.58197348243318,0.43488427005269537,1.0
-2.800606883881055,-2.343379399655852,1.0
8.506838157229753,-6.111158150827755,1.0
3.9699986642012255,-9.701071941447907,1.0
-3.7969760768991616,-9.639527772822987,1.0
-0.5034581859394468,-4.092242263408412,1.0
-0.6758383530177425,9.20023189482467,1.0
6.23644322664792,7.545546569485627,1.0
-0.5528136964079023,-3.739660537097075,1.0
-2.3958230653643584,-9.445729197790293,1.0
3.213198240705096,-2.006309330978202,1.0
2.836372201895896,-3.440006089192246,1.0
2.1708652907766908,-2.8868649445834453,1.0
8.628440755711384,4.7378800143353335,1.0
1.0209807455642073,8.432739576736077,1.0
3.0519252429438968,-2.0109655968027647,1.0
-0.729505833037154,-4.1444633035478695,1.0
7.91594937216142,-5.44275146892082,1.0
0.7151358039549017,-9.697538061265146,1.0
0.4002393861588278,9.167096403144072,1.0
1.431541616519799,9.263189351230489,1.0
8.065742964139142,4.298257109590675,1.0
10.772339527379863,-1.9081349285073834,1.0
9.44791336584506,-0.9292137712577604,1.0
5.949680469622809,-8.255542765302637,1.0
-4.33312915148476,5.449744067585759,1.0
10.0824397765819,0.7381072481372649,1.0
3.211110933088266,8.89682279911126,1.0
6.2529854474209925,-8.115671441306674,1.0
-4.969595822215882,-1.2143569974359507,1.0
-3.1562318294062237,-9.680489456110074,1.0
10.681752046672887,-1.4462797031065817,1.0
-1.3509739962670753,7.309381313054563,1.0
-0.4832530877594374,7.838458886017615,1.0
9.738806862249243,-0.24712710586255315,1.0
3.7813186820851117,-8.639927706673879,1.0
9.26659979441778,-2.930580916136255,1.0
8.412762764865178,-5.507940250599932,1.0
8.425272697429602,-6.214766592375967,1.0
3.9570298145450336,8.315873023432042,1.0
0.03973792086468231,-3.5866115385206645,1.0
8.277901573036717,-6.282609296631321,1.0
9.256689718610456,-3.916440289157535,1.0
4.209178121661289,8.311584650705669,1.0
-6.14385805410101,2.359676536486501,1.0
5.064780392295462,-8.849753936881493,1.0
8.444356143748996,6.548214380154211,1.0
5.624083403435772,-8.189554043885677,1.0
7.27378882862465,-8.154006578798656,1.0
-3.374032823012705,6.744542617289319,1.0
0.24204515956211287,-10.805138402680468,1.0
-5.191073236758526,0.01247332050888153,1.0
7.356368887351188,-7.648907405120166,1.0
-3.182884607531884,6.982368495300487,1.0
-5.5981860189613135,3.2604265758636752,1.0
5.923093404661648,-8.366984075308357,1.0
-6.104456930776896,3.0650577035457895,1.0
6.960679410680824,6.912584092665096,1.0
8.937557721364534,4.9046954519868295,1.0
7.976370974650821,-5.48158490565119,1.0
9.532289526860316,-2.1443767685104262,1.0
-3.332266656462482,-3.1947672092199113,1.0
-3.1914180436894286,6.747810961872726,1.0
-5.545917415387482,2.7107560078238677,1.0
1.3285331471843427,-4.320031660247346,1.0
-1.5484048666219024,8.503269933312819,1.0
2.400089848477936,9.28303613616343,1.0
-5.52341489098207,1.8168064591836617,1.0
10.019740189402574,-1.2785700432331772,1.0
10.422576121757077,2.015342079615082,1.0
-4.993671500027569,2.075628884604258,1.0
3.283413327762404,0.5780908828155341,1.0
-3.271198540360724,-3.037013297502641,1.0
7.399513428560554,5.572406512691487,1.0
4.273168977462703,-8.876493269734537,1.0
8.965291202426865,3.4995488249799496,1.0
9.760740016788208,-0.31641066897229386,1.0
-2.3134649500245423,-3.6240355195211142,1.0
0.6165636793111132,9.235495596091841,1.0
