x,y,target
0.7193308508019893,-1.109721325385698,0.0
4.391754987068925,-1.6648443666508252,0.0
1.7443249638839333,-2.9981603376696526,0.0
-2.4666532154621468,-2.659829136109073,0.0
-2.8455750159889592,1.0419764291637392,0.0
1.9372499198488569,4.258727988468639,0.0
1.6387394915549869,1.6352245385402235,0.0
-2.576289840454119,0.6396101061437323,0.0
-3.3626054806068293,1.5229015455053587,0.0
-2.5553247171214637,-3.5376257805060707,0.0
3.9774506416615587,2.406817328002408,0.0
3.19749140795541,-2.3579254348211847,0.0
1.0529753153506796,4.447707450814486,0.0
-1.486127016635166,3.7711601171374776,0.0
-3.8208755252836015,2.75305318362248,0.0
1.89064951113296,1.059192873614929,0.0
-3.613206702654685,-0.24234715872756696,0.0
3.203675109581555,2.8644705874132903,0.0
0.188310672339786,-3.2373004346885352,0.0
1.6012183847395376,0.3911862614632411,0.0
-1.9646027771811834,0.5558765931828477,0.0
-1.1149415360859112,0.03712651664040441,0.0
0.7347572492906957,4.575451970648175,0.0
1.6872111623271457,3.3121216837601115,0.0
-1.0893234342398883,2.145813275500483,0.0
1.237486782205848,-4.720926048068219,0.0
0.24269388518762297,-3.5164341541434867,0.0
1.0779417921830352,-2.9734574651261148,0.0
4.356142204072925,2.2567755120001847,0.0
-1.2910673645349284,4.667910197298729,0.0
3.66923167602137,-2.756991951159126,0.0
-3.1249297801976796,-3.128143070217898,0.0
4.933127736022383,-0.036666435200202865,0.0
-0.18526526847410174,2.928266852935058,0.0
-1.9295333002729997,-1.7183436205009548,0.0
4.5049323715571274,-1.3484630170398404,0.0
1.973310203356157,0.4007363695810084,0.0
3.904945827598789,1.0093527034065373,0.0
-2.7300713259181157,3.2560521487418908,0.0
0.039550785239570944,-2.3735209621643323,0.0
2.842247920427241,1.7403940774027067,0.0
2.496791569024234,-1.141997638866827,0.0
-3.1675163099831667,-1.4212503340949711,0.0
2.4154407002621374,-4.142308523215453,0.0
0.44293868984609686,-4.94263157298947,0.0
-1.8930015508943676,-4.559415343383116,0.0
0.4742167291166195,-3.241924165021786,0.0
4.9487300500827445,-0.32923790491669147,0.0
2.8510041823997705,0.3694761894003559,0.0
-1.113076859846833,-3.3661818430949655,0.0
-2.489993002887216,1.2095048101858152,0.0
-3.8613808730718717,0.9703467107993622,0.0
-3.1146126197888693,3.2264304955197525,0.0
-2.6913791706975196,0.5365128934593315,0.0
-4.781068935877929,0.19796136718295781,0.0
0.27017239454072867,-0.9178020507153216,0.0
-1.6941053702665032,1.131104551984954,0.0
-3.824127320268178,-2.7057266261877544,0.0
-2.6320544081290724,3.0522559158263105,0.0
-1.896275967230684,1.2839524740898225,0.0
-2.264841104754386,4.125125138346527,0.0
1.995815867684134,-1.1739562457339339,0.0
2.281834581131184,1.756074058265194,0.0
0.6927636731564719,-0.419701519534742,0.0
-1.8260750579897755,-4.230961667198374,0.0
-2.509218225623129,0.3077189678066988,0.0
-3.0650275734981887,-2.823820484188428,0.0
-4.429378429369157,-1.4142706329671277,0.0
-0.7932218194527576,-4.623314369795686,0.0
-2.2373681702866404,1.6522783432521126,0.0
4.314320554381159,0.6091641135307092,0.0
-0.6277426488262284,-2.4490876788670852,0.0
3.9762672959424634,2.464479320237535,0.0
-2.488106974812632,-3.557972100675024,0.0
1.5683525684148145,0.06809558637025906,0.0
-3.407964170334796,3.2141980998287507,0.0
-3.4460054633407515,-1.0151572155327138,0.0
-4.446292529039921,-1.6056444016559346,0.0
-0.7937649355965457,2.4821323160339164,0.0
2.3268905922263414,0.33868786335143997,0.0
1.607972147308968,-4.321721603917477,0.0
0.30904844093404626,-0.476934049820085,0.0
-0.8173792641422726,-0.6203332098775508,0.0
-1.2499888434037167,3.12105090186162,0.0
-0.7309079763285184,-3.4947334971147397,0.0
-0.43552070384213687,-4.808765614561528,0.0
3.128368206065528,-2.5879563315013465,0.0
-3.9203900021558455,1.81515427732853,0.0
4.243624325678881,0.4476648838600399,0.0
-0.8722404059165738,3.5978898718633205,0.0
-1.1334580815063764,-2.5953455717361407,0.0
-0.7856578529123126,-3.6068692777690314,0.0
-2.847985462167853,2.195319161881986,0.0
-1.958200248935829,2.0264248808765837,0.0
0.5433251855150355,4.003535375611164,0.0
2.412396504740207,-3.8740291084509826,0.0
