x,y,target
0.9386263100154721,0.8505439992094372,1.0
-1.1278210335470111,1.0388122195084453,1.0
0.8798866458617755,-1.2557510109672319,1.0
-1.4787534531284123,0.40546187980118115,1.0
-0.352916271575263,1.2165091654820606,1.0
0.20208356792917195,-1.2504425920518942,1.0
1.2112938437928207,-0.370420934119628,1.0
-1.4704752453776622,-0.4345269425969061,1.0
0.038938898959693255,-1.2660680102554724,1.0
0.1678290444003009,1.2554990467141447,1.0
0.10548279984758051,-1.5297007844828432,1.0
0.5367318363733745,1.4363251884355352,1.0
0.6447896392352984,1.090270959706466,1.0
0.657422134159229,-1.3852462772477085,1.0
-0.15273996148205007,-1.2574239335287467,1.0
-0.35323922410452496,-1.216415428625631,1.0
0.39564038508268184,1.2032926203281027,1.0
-0.3515668887515182,-1.2168998180532455,1.0
-1.3442073035988538,-0.7377112145430689,1.0
1.3465232877894682,-0.7334753891929515,1.0
-1.5268055057122323,-0.14133668610069247,1.0
0.5744209144360602,-1.421672157766885,1.0
-0.4444430666902962,1.467508593358838,1.0
-1.3446658181390851,0.736875124182826,1.0
-0.7698942223931924,1.3260369517614101,1.0
-0.572155717687716,-1.1300806516181483,1.0
-1.0588673737182661,-1.109013523806672,1.0
0.7792832093707172,-0.9985800538951893,1.0
1.3813400893172978,0.6655904662448154,1.0
1.2060265998129305,-0.9468954280461874,1.0
-0.8598984373177636,0.9300640418502978,1.0
1.4984662886796676,-0.32513057807855306,1.0
-1.0100786590411397,-0.7643203170098891,1.0
0.4105413422465696,-1.4773513182102271,1.0
1.5236706979076666,0.17186830844770273,1.0
0.1339504075787334,-1.2595641042654142,1.0
-1.3892424149114322,0.6489349919076357,1.0
-0.9884917329821861,0.7920407428095595,1.0
1.0335383467470975,-1.132655992309398,1.0
-1.4108426390253481,-0.6005282333238809,1.0
-0.1572829548337073,1.2568637621330414,1.0
-0.629939746722071,1.397958163397905,1.0
1.3631842536939032,-0.7020254992463641,1.0
-0.9686633566569011,0.816171394937748,1.0
-1.2645102291127555,-0.07388047721591165,1.0
-1.0756912262344134,-0.6688294478017159,1.0
